"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Timepoint","Direction"
"05120","05120","32/948","89/10648",0.359550561797753,4.03849618356801,8.99858518281594,1.59446312880165e-12,3.82876941316772e-10,2.90085308744892e-10,"KfGene003351-RA/KfGene003366-RA/KfGene008502-RA/KfGene016341-RA/KfGene016375-RA/KfGene017696-RA/KfGene020079-RA/KfGene022175-RA/KfGene022906-RA/KfGene022936-RA/KfGene027825-RA/KfGene031702-RA/KfGene032347-RA/KfGene038703-RA/KfGene041090-RA/KfGene041175-RA/KfGene042552-RA/KfGene043637-RA/KfGene043961-RA/KfGene043981-RA/KfGene044125-RA/KfGene045429-RA/KfGene045430-RA/KfGene045477-RA/KfGene045519-RA/KfGene045520-RA/KfGene051861-RA/KfGene053549-RA/KfGene053555-RA/KfGene053705-RA/KfGene053718-RA/KfGene060687-RA",32,"14","Higher_in_LP6_CAM"
"05323","05323","30/948","80/10648",0.375,4.2120253164557,9.01487023008684,2.25886101071842e-12,3.82876941316772e-10,2.90085308744892e-10,"KfGene003351-RA/KfGene003366-RA/KfGene008502-RA/KfGene016341-RA/KfGene016375-RA/KfGene017696-RA/KfGene020079-RA/KfGene022175-RA/KfGene022906-RA/KfGene022936-RA/KfGene027825-RA/KfGene031702-RA/KfGene032347-RA/KfGene038703-RA/KfGene041090-RA/KfGene041175-RA/KfGene043637-RA/KfGene043981-RA/KfGene044125-RA/KfGene045429-RA/KfGene045430-RA/KfGene045477-RA/KfGene045519-RA/KfGene045520-RA/KfGene051861-RA/KfGene053549-RA/KfGene053555-RA/KfGene053705-RA/KfGene053718-RA/KfGene060687-RA",30,"14","Higher_in_LP6_CAM"
"01120","01120","119/948","718/10648",0.165738161559889,1.86158221971487,7.4733660431226,6.65226672921979e-12,7.51706140401837e-10,5.69527397168291e-10,"KfGene000528-RA/KfGene001359-RA/KfGene001627-RA/KfGene001749-RA/KfGene001766-RA/KfGene002788-RA/KfGene002819-RA/KfGene003021-RA/KfGene004042-RA/KfGene005686-RA/KfGene006301-RA/KfGene006401-RA/KfGene006698-RA/KfGene006729-RA/KfGene007051-RA/KfGene008398-RA/KfGene008566-RA/KfGene008828-RA/KfGene008831-RA/KfGene008849-RA/KfGene009024-RA/KfGene009143-RA/KfGene009285-RA/KfGene009369-RA/KfGene010020-RA/KfGene010114-RA/KfGene010169-RA/KfGene010774-RA/KfGene010810-RA/KfGene011563-RA/KfGene013553-RA/KfGene015698-RA/KfGene015719-RA/KfGene015806-RA/KfGene015821-RA/KfGene016319-RA/KfGene017888-RA/KfGene018071-RA/KfGene018137-RA/KfGene018994-RA/KfGene020932-RA/KfGene021079-RA/KfGene021281-RA/KfGene021282-RA/KfGene021651-RA/KfGene021654-RA/KfGene021720-RA/KfGene022097-RA/KfGene022109-RA/KfGene022128-RA/KfGene022843-RA/KfGene023137-RA/KfGene023519-RA/KfGene023525-RA/KfGene023553-RA/KfGene023587-RA/KfGene023641-RA/KfGene023695-RA/KfGene023703-RA/KfGene024042-RA/KfGene024053-RA/KfGene024063-RA/KfGene024402-RA/KfGene024487-RA/KfGene024519-RA/KfGene026920-RA/KfGene026928-RA/KfGene027835-RA/KfGene028065-RA/KfGene028075-RA/KfGene028229-RA/KfGene029112-RA/KfGene029263-RA/KfGene030591-RA/KfGene032480-RA/KfGene032975-RA/KfGene033355-RA/KfGene033377-RA/KfGene033570-RA/KfGene035532-RA/KfGene036265-RA/KfGene036341-RA/KfGene036395-RA/KfGene036761-RA/KfGene036809-RA/KfGene036818-RA/KfGene036830-RA/KfGene038178-RA/KfGene038671-RA/KfGene038925-RA/KfGene038927-RA/KfGene038991-RA/KfGene038993-RA/KfGene039917-RA/KfGene039949-RA/KfGene040306-RA/KfGene041045-RA/KfGene041095-RA/KfGene041145-RA/KfGene042251-RA/KfGene042550-RA/KfGene042705-RA/KfGene043127-RA/KfGene043294-RA/KfGene043724-RA/KfGene043780-RA/KfGene044109-RA/KfGene044395-RA/KfGene046355-RA/KfGene046483-RA/KfGene048527-RA/KfGene048531-RA/KfGene050847-RA/KfGene050914-RA/KfGene057760-RA/KfGene058884-RA/KfGene058959-RA/KfGene060141-RA/KfGene060545-RA",119,"14","Higher_in_LP6_CAM"
"05110","05110","34/948","107/10648",0.317757009345794,3.56906818092196,8.34946293211025,1.75838269510325e-11,1.4902293341e-09,1.12906678317156e-09,"KfGene003351-RA/KfGene003366-RA/KfGene008502-RA/KfGene016341-RA/KfGene016375-RA/KfGene017696-RA/KfGene020079-RA/KfGene022175-RA/KfGene022906-RA/KfGene022936-RA/KfGene026510-RA/KfGene027825-RA/KfGene031326-RA/KfGene031334-RA/KfGene031702-RA/KfGene032347-RA/KfGene038703-RA/KfGene041090-RA/KfGene041175-RA/KfGene043637-RA/KfGene043981-RA/KfGene044125-RA/KfGene045429-RA/KfGene045430-RA/KfGene045477-RA/KfGene045519-RA/KfGene045520-RA/KfGene051861-RA/KfGene053549-RA/KfGene053555-RA/KfGene053705-RA/KfGene053718-RA/KfGene053868-RA/KfGene060687-RA",34,"14","Higher_in_LP6_CAM"
"02026","02026","16/948","26/10648",0.615384615384615,6.91204154495294,9.43523955848494,3.11855658336496e-11,2.11438136352144e-09,1.60195327650747e-09,"KfGene000193-RA/KfGene001559-RA/KfGene001686-RA/KfGene007997-RA/KfGene009470-RA/KfGene028412-RA/KfGene028416-RA/KfGene031809-RA/KfGene031903-RA/KfGene033036-RA/KfGene048785-RA/KfGene048937-RA/KfGene051889-RA/KfGene051959-RA/KfGene055241-RA/KfGene055382-RA",16,"14","Higher_in_LP6_CAM"
"00010","00010","57/948","258/10648",0.22093023255814,2.48150328721421,7.53072219937351,6.46497706512203e-11,3.65271204179395e-09,2.76746386647329e-09,"KfGene003021-RA/KfGene006301-RA/KfGene006401-RA/KfGene006729-RA/KfGene009285-RA/KfGene009369-RA/KfGene010114-RA/KfGene010810-RA/KfGene011563-RA/KfGene013553-RA/KfGene015429-RA/KfGene015698-RA/KfGene015719-RA/KfGene015806-RA/KfGene015821-RA/KfGene017888-RA/KfGene018071-RA/KfGene018137-RA/KfGene020932-RA/KfGene021079-RA/KfGene021281-RA/KfGene021282-RA/KfGene023519-RA/KfGene023525-RA/KfGene023641-RA/KfGene023695-RA/KfGene023703-RA/KfGene024042-RA/KfGene024063-RA/KfGene024487-RA/KfGene024519-RA/KfGene027835-RA/KfGene028065-RA/KfGene028075-RA/KfGene029112-RA/KfGene032480-RA/KfGene032975-RA/KfGene033570-RA/KfGene036341-RA/KfGene036395-RA/KfGene036809-RA/KfGene036818-RA/KfGene036830-RA/KfGene038178-RA/KfGene039917-RA/KfGene039949-RA/KfGene041095-RA/KfGene042550-RA/KfGene042705-RA/KfGene043294-RA/KfGene044109-RA/KfGene048527-RA/KfGene048531-RA/KfGene058884-RA/KfGene058959-RA/KfGene060141-RA/KfGene060545-RA",57,"14","Higher_in_LP6_CAM"
"04966","04966","24/948","61/10648",0.39344262295082,4.4191741025109,8.37204598155628,1.11585950685039e-10,5.17471434341493e-09,3.92060332182345e-09,"KfGene003351-RA/KfGene003366-RA/KfGene008502-RA/KfGene016341-RA/KfGene016375-RA/KfGene020079-RA/KfGene022906-RA/KfGene022936-RA/KfGene027825-RA/KfGene032347-RA/KfGene038703-RA/KfGene041090-RA/KfGene041175-RA/KfGene043637-RA/KfGene043981-RA/KfGene044125-RA/KfGene045519-RA/KfGene045520-RA/KfGene051861-RA/KfGene053549-RA/KfGene053555-RA/KfGene053705-RA/KfGene053718-RA/KfGene060687-RA",24,"14","Higher_in_LP6_CAM"
"00500","00500","56/948","255/10648",0.219607843137255,2.4666501199636,7.41068028675419,1.2211715264696e-10,5.17471434341493e-09,3.92060332182345e-09,"KfGene000193-RA/KfGene001270-RA/KfGene001559-RA/KfGene001686-RA/KfGene001706-RA/KfGene001749-RA/KfGene001766-RA/KfGene003386-RA/KfGene004095-RA/KfGene004115-RA/KfGene006440-RA/KfGene006538-RA/KfGene007997-RA/KfGene009285-RA/KfGene009369-RA/KfGene009470-RA/KfGene010810-RA/KfGene015592-RA/KfGene015644-RA/KfGene023519-RA/KfGene023525-RA/KfGene025116-RA/KfGene025119-RA/KfGene028412-RA/KfGene028416-RA/KfGene028446-RA/KfGene028463-RA/KfGene031031-RA/KfGene031809-RA/KfGene031903-RA/KfGene032190-RA/KfGene032975-RA/KfGene033036-RA/KfGene033330-RA/KfGene033394-RA/KfGene033403-RA/KfGene034104-RA/KfGene034119-RA/KfGene036809-RA/KfGene039483-RA/KfGene039509-RA/KfGene040238-RA/KfGene044394-RA/KfGene046110-RA/KfGene048024-RA/KfGene048785-RA/KfGene048937-RA/KfGene051889-RA/KfGene051959-RA/KfGene054752-RA/KfGene054765-RA/KfGene055241-RA/KfGene055382-RA/KfGene058959-RA/KfGene060141-RA/KfGene060895-RA",56,"14","Higher_in_LP6_CAM"
"01200","01200","92/948","537/10648",0.171322160148976,1.9243020688463,6.87125302764932,3.54882621687472e-10,1.33672454168948e-08,1.0127644408391e-08,"KfGene000528-RA/KfGene001030-RA/KfGene001106-RA/KfGene001359-RA/KfGene001627-RA/KfGene002788-RA/KfGene002819-RA/KfGene006301-RA/KfGene006401-RA/KfGene006698-RA/KfGene006729-RA/KfGene007051-RA/KfGene008398-RA/KfGene008828-RA/KfGene008831-RA/KfGene008849-RA/KfGene009143-RA/KfGene009285-RA/KfGene009369-RA/KfGene010114-RA/KfGene010774-RA/KfGene010810-RA/KfGene011563-RA/KfGene013223-RA/KfGene013266-RA/KfGene013553-RA/KfGene015698-RA/KfGene015719-RA/KfGene015806-RA/KfGene015821-RA/KfGene016319-RA/KfGene017888-RA/KfGene018071-RA/KfGene018137-RA/KfGene018994-RA/KfGene020149-RA/KfGene020175-RA/KfGene020932-RA/KfGene021079-RA/KfGene021281-RA/KfGene021282-RA/KfGene021651-RA/KfGene021654-RA/KfGene021720-RA/KfGene022097-RA/KfGene022109-RA/KfGene022128-RA/KfGene023137-RA/KfGene023519-RA/KfGene023525-RA/KfGene023562-RA/KfGene023587-RA/KfGene023641-RA/KfGene023695-RA/KfGene023703-RA/KfGene024042-RA/KfGene024053-RA/KfGene024063-RA/KfGene024402-RA/KfGene024487-RA/KfGene024519-RA/KfGene026920-RA/KfGene026928-RA/KfGene030591-RA/KfGene032480-RA/KfGene033355-RA/KfGene033377-RA/KfGene033570-RA/KfGene036265-RA/KfGene036395-RA/KfGene036809-RA/KfGene036818-RA/KfGene036830-RA/KfGene038671-RA/KfGene039917-RA/KfGene039949-RA/KfGene041045-RA/KfGene041095-RA/KfGene041145-RA/KfGene042251-RA/KfGene043127-RA/KfGene043402-RA/KfGene044109-RA/KfGene046355-RA/KfGene046483-RA/KfGene047682-RA/KfGene048527-RA/KfGene048531-RA/KfGene050847-RA/KfGene050914-RA/KfGene058884-RA/KfGene060545-RA",92,"14","Higher_in_LP6_CAM"
"04075","04075","79/948","450/10648",0.175555555555556,1.97185185185185,6.58537860222269,2.16247698449218e-09,6.94032182280241e-08,5.25830934564132e-08,"KfGene000336-RA/KfGene000452-RA/KfGene000860-RA/KfGene000861-RA/KfGene002208-RA/KfGene002923-RA/KfGene002926-RA/KfGene002988-RA/KfGene002989-RA/KfGene003511-RA/KfGene005125-RA/KfGene006714-RA/KfGene006797-RA/KfGene008626-RA/KfGene009192-RA/KfGene009432-RA/KfGene009646-RA/KfGene009650-RA/KfGene009651-RA/KfGene009652-RA/KfGene009735-RA/KfGene009736-RA/KfGene009739-RA/KfGene009740-RA/KfGene011958-RA/KfGene012076-RA/KfGene014303-RA/KfGene016222-RA/KfGene016267-RA/KfGene016316-RA/KfGene016403-RA/KfGene018661-RA/KfGene019143-RA/KfGene023135-RA/KfGene025989-RA/KfGene026694-RA/KfGene026763-RA/KfGene029602-RA/KfGene030012-RA/KfGene032478-RA/KfGene033829-RA/KfGene034404-RA/KfGene034419-RA/KfGene034789-RA/KfGene036328-RA/KfGene036347-RA/KfGene037042-RA/KfGene037134-RA/KfGene037220-RA/KfGene037780-RA/KfGene039553-RA/KfGene039835-RA/KfGene039843-RA/KfGene039854-RA/KfGene043447-RA/KfGene043448-RA/KfGene043630-RA/KfGene043633-RA/KfGene043677-RA/KfGene043703-RA/KfGene044093-RA/KfGene044820-RA/KfGene045819-RA/KfGene045846-RA/KfGene045993-RA/KfGene047404-RA/KfGene047410-RA/KfGene048915-RA/KfGene050752-RA/KfGene050765-RA/KfGene052530-RA/KfGene052577-RA/KfGene053782-RA/KfGene054252-RA/KfGene054444-RA/KfGene054534-RA/KfGene054955-RA/KfGene059978-RA/KfGene060481-RA",79,"14","Higher_in_LP6_CAM"
"00710","00710","35/948","132/10648",0.265151515151515,2.97819971870605,7.14930361911067,2.25202183040786e-09,6.94032182280241e-08,5.25830934564132e-08,"KfGene000528-RA/KfGene001359-RA/KfGene001627-RA/KfGene002788-RA/KfGene002819-RA/KfGene006301-RA/KfGene006401-RA/KfGene006698-RA/KfGene006729-RA/KfGene007051-RA/KfGene008398-RA/KfGene009143-RA/KfGene010114-RA/KfGene015698-RA/KfGene015719-RA/KfGene015806-RA/KfGene015821-RA/KfGene020932-RA/KfGene022097-RA/KfGene022109-RA/KfGene022128-RA/KfGene023587-RA/KfGene023695-RA/KfGene023703-RA/KfGene024487-RA/KfGene024519-RA/KfGene033355-RA/KfGene036265-RA/KfGene041095-RA/KfGene042251-RA/KfGene044109-RA/KfGene046355-RA/KfGene046483-RA/KfGene048527-RA/KfGene048531-RA",35,"14","Higher_in_LP6_CAM"
"00910","00910","22/948","60/10648",0.366666666666667,4.11842475386779,7.5724402744119,3.23554592499459e-09,9.14041723810971e-08,6.92520355876035e-08,"KfGene000421-RA/KfGene000508-RA/KfGene008566-RA/KfGene010169-RA/KfGene013223-RA/KfGene013266-RA/KfGene022843-RA/KfGene022924-RA/KfGene030591-RA/KfGene034850-RA/KfGene034852-RA/KfGene034962-RA/KfGene035532-RA/KfGene038925-RA/KfGene038927-RA/KfGene038991-RA/KfGene038993-RA/KfGene042239-RA/KfGene042303-RA/KfGene044395-RA/KfGene045465-RA/KfGene047682-RA",22,"14","Higher_in_LP6_CAM"
